Index,Department,Code,Title,BOJA_Published,Time Auditing,Complete,Resume,BOJA_Link,Year_of_Audit
17,Junta de Andalucía,JA 01/2017,Fiscalización de la Cuenta General de la Junta de Andalucía. 2016,"Nro. 74, 18/04/2018",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=516&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=516&type=resume,http://www.juntadeandalucia.es/eboja/2018/74/BOJA18-074-00608-6437-01_00133850.pdf,2017
18,Junta de Andalucía,JA 02/2017,Fiscalización de los Fondos de Compensación Interterritorial. 2016,"Nro. 71, 13/04/2018",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=515&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=515&type=resume,http://www.juntadeandalucia.es/eboja/2018/71/BOJA18-071-00029-6436-01_00133849.pdf,2017
12,Junta de Andalucía,JA 05/2017,Fiscalización sobre los procesos de extinción de entidades dependientes de la Comunidad Autónoma de Andalucía como consecuencia de la reestructuración de su sector público (en coordinación con el Tribunal de Cuentas). Periodo fiscalizado -julio de 2010 a diciembre de 2016-,"Nro. 23, 04/02/2019",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=526&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=526&type=resume,https://www.juntadeandalucia.es/eboja/2019/23/BOJA19-023-00136-1542-01_00149953.pdf,2017
9,Junta de Andalucía,JA 07/2017,Fiscalización de las becas y ayudas al estudio: Programa de gratuidad de libros de texto. Auditoría del sistema de información SÉNECA. 2016 y 2017,"Nro. 102, 30/05/2019",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=525&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=525&type=resume,https://www.juntadeandalucia.es/eboja/2019/102/BOJA19-102-00086-7925-01_00156255.pdf,2017
14,Junta de Andalucía,JA 05/2016,"Fiscalización del Programa Presupuestario 42E ""Educación Especial""","Nro. 234, 04/12/2018",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=477&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=477&type=resume,https://www.juntadeandalucia.es/eboja/2018/234/BOJA18-234-00210-19720-01_00146934.pdf,2016
2,Junta de Andalucía,JA 04/2016,"Fiscalización del Programa Presupuestario 54A ""Investigación científica e innovación""","Nro. 35, 20/02/2020",Cerca de 5 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=476&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=476&type=resume,https://www.juntadeandalucia.es/eboja/2020/35/BOJA20-035-00117-2507-01_00169931.pdf,2016
15,Junta de Andalucía,JA 02/2016,La contratación pública de la Administración de la Junta de Andalucía y sus entidades vinculadas. Fiscalización específica de los contratos adjudicados por determinadas Agencias Públicas Empresariales de la JA. 2014 y 2015,"Nro. 234, 04/12/2018",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=474&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=474&type=resume,https://www.juntadeandalucia.es/eboja/2018/234/BOJA18-234-00211-19719-01_00146935.pdf,2016
23,Junta de Andalucía,JA 01/2016,Informe de la Cuenta General y los Fondos de Compensación Interterritorial. 2015,"Nro. 84, 05/05/2017",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=473&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=473&type=resume,http://www.juntadeandalucia.es/eboja/2017/84/BOJA17-084-00606-7646-01_00112937.pdf,2016
24,Junta de Andalucía,JA 08/2015,Fiscalización de las operaciones de enajenación directa y simultáneo arrendamiento de inmuebles autorizadas por el Consejo de Gobierno de la Junta de Andalucía en 2014,"Nro. 32, 16/02/2017",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=402&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=402&type=resume,http://www.juntadeandalucia.es/boja/2017/32/BOJA17-032-00065-2519-01_00107910.pdf,2015
34,Junta de Andalucía,JA 03/2015,Fiscalización de la contabilidad electoral derivada de las elecciones al Parlamento de Andalucía de 22 de marzo de 2015,"Nro. 209, 27/10/2015",Cerca de 1 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=397&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=397&type=resume,http://www.juntadeandalucia.es/boja/2015/209/BOJA15-209-00025-17531-01_00078482.pdf,2015
31,Junta de Andalucía,JA 01/2015,Informe de la Cuenta General y de Fondos de Compensación Interterritorial de la Junta de Andalucía. 2014,"Nro. 85, 06/05/2016",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=395&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=395&type=resume,http://www.juntadeandalucia.es/boja/2016/85/BOJA16-085-00761-7781-01_00090337.pdf,2015
27,Junta de Andalucía,JA 07/2015,Fiscalización del Plan Estratégico de la Internacionalización de la Economía Andaluza. 2010-2013,"Nro. 239, 15/12/2016",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=401&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=401&type=resume,http://www.juntadeandalucia.es/boja/2016/239/BOJA16-239-00132-21849-01_00104110.pdf,2015
25,Junta de Andalucía,JA 05/2015,Fiscalización de las encomiendas de gestión de determinadas Consejerías de la administración autonómica andaluza,"Nro. 35, 21/02/2017",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=399&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=399&type=resume,http://www.juntadeandalucia.es/boja/2017/35/BOJA17-035-00608-2520-01_00107895.pdf,2015
20,Junta de Andalucía,JA 06/2015,Fiscalización de determinados procesos de gestión de personal de la Administración de la Junta de Andalucía,"Nro. 244, 22/12/2017",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=400&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=400&type=resume,http://www.juntadeandalucia.es/eboja/2017/244/BOJA17-244-00064-21996-01_00126944.pdf,2015
16,Junta de Andalucía,JA 04/2015,"Fiscalización del Programa Presupuestario 43A ""Vivienda, Rehabilitación y Suelo""","Nro. 65, 05/04/2018",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=398&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=398&type=resume,http://www.juntadeandalucia.es/eboja/2018/65/BOJA18-065-00105-5893-01_00133293.pdf,2015
22,Junta de Andalucía,JA 09/2014,Fiscalización del Plan de Oportunidades Laborales en Andalucía (OLA),"Nro. 125, 03/07/2017",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=433&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=433&type=resume,http://www.juntadeandalucia.es/eboja/2017/125/BOJA17-125-00094-11695-01_00116929.pdf,2014
26,Junta de Andalucía,JA 04/2014,Análisis de la Red de Acceso Público a Internet,"Nro. 32, 16/02/2017",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=430&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=430&type=resume,http://www.juntadeandalucia.es/boja/2017/32/BOJA17-032-00086-2543-01_00107905.pdf,2014
21,Junta de Andalucía,JA 09/2014,Corrección de errores al Informe de Fiscalización del Plan de Oportunidades Laborales en Andalucía (OLA),"Nro. 142, 26/07/2017",Cerca de 4 año(s),No está accesible el informe completo,No está accesible el informe ejecutivo,http://www.juntadeandalucia.es/boja/2017/142/BOJA17-142-00001-13311-01_00118455.pdf,2014
37,Junta de Andalucía,JA 08/2014,Análisis presupuestario del Plan de Cooperación Municipal. 2009-2013,"Nro. 147, 30/07/2015",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=432&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=432&type=resume,http://www.juntadeandalucia.es/boja/2015/147/BOJA15-147-00070-13299-01_00074332.pdf,2014
32,Junta de Andalucía,JA 06/2014,Análisis de los mecanismos extraordinarios de apoyo a la liquidez a la Comunidad Autónoma de Andalucía,"Nro. 226, 20/11/2015",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=431&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=431&type=resume,http://www.juntadeandalucia.es/boja/2015/226/BOJA15-226-00091-19281-01_00080207.pdf,2014
33,Junta de Andalucía,JA 02/2014,La fiscalización de la Contratación Pública de la Administración de la Junta de Andalucía y sus entidades vinculadas. 2013,"Nro. 225, 19/11/2015",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=429&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=429&type=resume,http://www.juntadeandalucia.es/boja/2015/225/BOJA15-225-00106-19277-01_00080202.pdf,2014
38,Junta de Andalucía,JA 01/2014,Fiscalización de la Cuenta General y los Fondos de Compensación Interterritorial. 2013,"Nro. 126, 01/07/2015",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=389&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=389&type=resume,http://www.juntadeandalucia.es/boja/2015/126/s3,2014
46,Junta de Andalucía,JA 01/2013,JA 01.1 Cuenta General 2012 JA 01.2 Contratación Pública 2012 JA 01.3 FCI 2012,"Nro. 103, 30/05/2014",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=356&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=356&type=resume,http://www.juntadeandalucia.es/boja/2014/103/index.html,2013
45,Junta de Andalucía,JA 08/2013,Fiscalización de la actividad publicitaria y de promoción de la Junta de Andalucía,"Nro. 92, 15/05/2014",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=362&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=362&type=resume,http://www.juntadeandalucia.es/boja/2014/92/BOJA14-092-00088-7729-01_00047312.pdf,2013
41,Junta de Andalucía,JA 03/2013,"Análisis del programa presupuestario 31R ""Atención a la Dependencia, envejecimiento activo y discapacidad""","Nro. 179, 15/09/2014",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=373&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=373&type=resume,http://www.juntadeandalucia.es/boja/2014/179/BOJA14-179-00099-14921-01_00054316.pdf,2013
40,Junta de Andalucía,JA 02/2013,Políticas activas de autoempleo. Especial referencia al Plan de Fomento y Consolidación del Trabajo Autónomo en Andalucía,"Nro. 05, 09/01/2015",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=381&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=381&type=resume,http://www.juntadeandalucia.es/eboja/2015/5/BOJA15-005-00242-21874-01_00061109.pdf,2013
36,Junta de Andalucía,JA 09/2013,Fiscalización del seguimiento contable de los gastos con financiación afectada en el ámbito de la Junta de Andalucía,"Nro. 186, 23/09/2015",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=456&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=456&type=resume,http://www.juntadeandalucia.es/boja/2015/186/BOJA15-186-00058-15441-01_00076436.pdf,2013
28,Junta de Andalucía,JA 06/2013,"Análisis de los capítulos I, II y III del Presupuesto de Ingresos de la Junta de Andalucía","Nro. 137, 19/07/2016",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=455&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=455&type=resume,http://www.juntadeandalucia.es/boja/2016/137/BOJA16-137-00123-12893-01_00095390.pdf,2013
30,Junta de Andalucía,JA 10/2013,Fiscalización de las Universidades Públicas de Andalucía. 2012 (en coordinación con T. Cuentas),"Nro. 97, 24/05/2016",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=457&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=457&type=resume,http://www.juntadeandalucia.es/boja/2016/97/BOJA16-097-00394-9024-01_00091569.pdf,2013
29,Junta de Andalucía,JA 10/2013,Corrección de errores al Informe de Fiscalización de la Universidades Pública de Andalucía. Ejercicio 2012,"Nro. 132, 12/07/2016",Cerca de 4 año(s),No está accesible el informe completo,No está accesible el informe ejecutivo,http://www.juntadeandalucia.es/boja/2016/132/BOJA16-132-00001-12460-01_00094955.pdf,2013
35,Junta de Andalucía,JA 04/2012,"Análisis del programa presupuestario 44B cambio climático, prevención y calidad","Nro. 208, 26/10/2015",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=470&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=470&type=resume,http://www.juntadeandalucia.es/boja/2015/208/BOJA15-208-00061-17529-01_00078477.pdf,2012
43,Junta de Andalucía,JA 10/2012,Fiscalización de las cuentas rendidas por las universidades públicas de Andalucía,"Nro. 120, 24/04/2014",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=365&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=365&type=resume,http://www.juntadeandalucia.es/boja/2014/120/BOJA14-120-00170-10276-01_00049840.pdf,2012
44,Junta de Andalucía,JA 06/2012,Análisis de las actuaciones de la Junta de Andalucía para el fomento del turismo en la CAA,"Nro. 99, 26/05/2014",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=363&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=363&type=resume,http://www.juntadeandalucia.es/boja/2014/99/BOJA14-099-00064-8580-01_00048112.pdf,2012
39,Junta de Andalucía,JA 03/2012,Fiscalización de las actuaciones en materia de Infraestructuras Judiciales de Andalucía en el periodo 2002-2013,"Nro. 16, 26/01/2015",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=384&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=384&type=resume,http://www.juntadeandalucia.es/eboja/2015/16/BOJA15-016-00071-621-01_00061930.pdf,2012
48,Junta de Andalucía,JA 07/2012,Fiscalización de los gastos de funcionamiento de los centros docentes no universitarios de Andalucía,"Nro. 139, 18/07/2013",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=341&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=341&type=resume,http://www.juntadeandalucia.es/boja/2013/139/BOJA13-139-00066-11866-01_00030646.pdf,2012
57,Junta de Andalucía,JA 02/2012,Gastos electorales de las elecciones al Parlamento de Andalucía. 2012,"Nro. 242, 12/12/2012",Cerca de 1 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=316&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=316&type=resume,http://www.juntadeandalucia.es/eboja/2012/242/BOJA12-242-00021-19882-01_00018056.pdf,2012
51,Junta de Andalucía,JA 01/2012,JA 01.1 Cuenta General 2011 JA 01.2 Contratación Pública 2011 JA 01.3 FCI 2011,"Nro. 64, 04/04/2013",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=332&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=332&type=resume,http://www.juntadeandalucia.es/boja/2013/64/s3,2012
52,Junta de Andalucía,JA 09/2012,"Fiscalización de las operaciones extrapresupuestarias de la Junta de Andalucía, acreedores pendientes de aplicar a presupuesto y seguimiento de recomendaciones (INTEGRADO en Informe de CUENTA GENERAL 2011)","Nro. 64, 04/04/2013",Cerca de 2 año(s),No está accesible el informe completo,No está accesible el informe ejecutivo,http://www.juntadeandalucia.es/boja/2013/64/index.html,2012
54,Junta de Andalucía,JA 06/2011,"Seguimiento de las conclusiones y recomendaciones referidas a la contratación pública contenidas en los informes de Cuenta General, Contratación Pública y Fondos de Compensación Interterritorial. Ejercicios 2008-2010","Nro. 13, 18/01/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=326&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=326&type=resume,http://www.juntadeandalucia.es/eboja/2013/13/BOJA13-013-00034-418-01_00019580.pdf,2011
60,Junta de Andalucía,JA 01/2011,"Fiscalización de la Cuenta General, Contratación Pública y Fondos de Compensación Interterritorial. 2010","Nro. 223, 14/11/2012",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=310&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=310&type=resume,http://www.juntadeandalucia.es/eboja/2012/223/s3.html,2011
56,Junta de Andalucía,JA 11/2011,Fiscalización de las ayudas sociolaborales a trabajadores afectados por expedientes de regulación de empleo y empresas en crisis otorgadas por la Administración de la Junta de Andalucía. Ejercicios 2001-2010,"Nro. 245, 17/12/2012",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=317&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=317&type=resume,http://www.juntadeandalucia.es/eboja/2012/245/BOJA12-245-00184-20040-01_00018213.pdf,2011
55,Junta de Andalucía,JA 07/2011,"Análisis del capítulo II ""Gastos corrientes en bienes y servicios"" del presupuesto de gastos de la Junta de Andalucía: especial referencia al Servicio Andaluz de Salud","Nro. 245, 17/12/2012",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=318&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=318&type=resume,http://www.juntadeandalucia.es/eboja/2012/245/BOJA12-245-00139-20041-01_00018214.pdf,2011
59,Junta de Andalucía,JA 03/2011,Evolución del endeudamiento de la Junta de Andalucía,"Nro. 224, 15/11/2012",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=22&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=22&type=resume,http://www.juntadeandalucia.es/boja/2012/224/BOJA12-224-00040-18362-01_00016666.pdf,2011
49,Junta de Andalucía,JA 10/2011,"Fiscalización de subvenciones. Segmento de las superiores a 1,8 M€. 2010","Nro. 110, 07/06/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=339&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=339&type=resume,http://www.juntadeandalucia.es/eboja/2013/110/BOJA13-110-00124-9284-01_00028124.pdf,2011
47,Junta de Andalucía,JA 04/2011,Subvenciones concedidas por la Junta de Andalucía a empresas y familias e instituciones sin fines de lucro. Perceptores del segmento de 10.000 a 30.000 euros.,"Nro. 188, 25/09/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=345&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=345&type=resume,http://www.juntadeandalucia.es/eboja/2013/188/BOJA13-188-00031-15186-01_00033926.pdf,2011
42,Junta de Andalucía,JA 02/2011,Análisis del periodo medio de pago de las obligaciones reconocidas en el Presupuesto de la Junta de Andalucía. 2010 y 2011,"Nro. 114, 16/06/2014",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=367&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=367&type=resume,http://www.juntadeandalucia.es/eboja/2014/114/BOJA14-114-00051-9996-01_00049517.pdf,2011
53,Junta de Andalucía,JA 05/2010,Fiscalización sobre las inversiones reales en el presupuesto de la Junta de Andalucía. Especial referencia a la política de infraestructuras.,"Nro. 23, 01/02/2013",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=327&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=327&type=resume,http://www.juntadeandalucia.es/eboja/2013/23/BOJA13-023-00039-1423-01_00020567.pdf,2010
64,Junta de Andalucía,JA 01/2010,"Fiscalización de la Cuenta General, Contratación Administrativa y Fondos de Compensación Interterritorial. 2009","Nro. 62, 29/03/2011",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=168&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=168&type=resume,http://www.juntadeandalucia.es/boja/2011/62/d31.pdf,2010
50,Junta de Andalucía,JA 04/2010,"Subvenciones concedidas por la Junta de Andalucía a empresas privadas y a familias e instituciones sin fines de lucro. Perceptores del segmento 0,03 a 0,1 M€. 2008","Nro. 66, 08/04/2013",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=333&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=333&type=resume,http://www.juntadeandalucia.es/boja/2013/66/BOJA13-066-00037-5027-01_00024068.pdf,2010
70,Junta de Andalucía,JA 06/2009,"Seguimiento de las Recomendaciones sobre la Subvención concedida a ""Solidaridad Internacional de Andalucía"", incluída en el informe sobre subvenciones a empresas privadas y a familias e instituciones sin fines de lucro (perceptores del segmento 0,6 a 1,8 M€)","Nro. 65, 06/04/2010",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=147&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=147&type=resume,http://www.juntadeandalucia.es/boja/2010/65/d25.pdf,2009
58,Junta de Andalucía,JA 04/2009,Fiscalización de las Transferencias de Capital en el Presupuesto de la Junta de Andalucía. 2007-2009,"Nro. 231, 26/11/2012",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=309&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=309&type=resume,http://www.juntadeandalucia.es/eboja/2012/231/BOJA12-231-00033-19001-01_00017284.pdf,2009
62,Junta de Andalucía,JA 08/2009,Gestión de los recursos humanos de la Junta de Andalucía: especial referencia al sistema SIRHUS,"Nro. 112, 09/06/2011",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=170&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=170&type=resume,http://www.juntadeandalucia.es/boja/2011/112/d22.pdf,2009
63,Junta de Andalucía,JA 09/2009,Evaluación y seguimiento de los libramientos pendientes de justificar,"Nro. 93, 13/05/2011",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=169&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=169&type=resume,http://www.juntadeandalucia.es/boja/2011/93/d18.pdf,2009
71,Junta de Andalucía,JA 03/2009,Seguimiento de las recomendaciones incluidas en el informe de fiscalización relativo a la aplicación del sec’95 al Sector Público Autonómico de Andalucía,"Nro. 18, 28/01/2010",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=144&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=144&type=resume,http://www.juntadeandalucia.es/boja/2010/18/d30.pdf,2009
66,Junta de Andalucía,JA 01/2009,"Fiscalización de la Cuenta General, Contratación Administrativa y Fondos de Compensación Interterritorial. 2008","Nro. 123, 24/06/2010",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=149&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=149&type=resume,http://www.juntadeandalucia.es/boja/2010/123/d23.pdf,2009
68,Junta de Andalucía,JA 02/2009,"Fiscalización del Programa presupuestario 31P ""Servicio de Apoyo a la Familia""","Nro. 130, 05/07/2010",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=148&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=148&type=resume,http://www.juntadeandalucia.es/boja/2010/130/d31.pdf,2009
72,Junta de Andalucía,JA 01/2008,"Fiscalización de la Cuenta General, Contratación Administrativa y Fondos de Compensación Interterritorial. 2007","Nro. 119, 22/06/2009",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=140&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=140&type=resume,http://www.juntadeandalucia.es/boja/2009/119/d49.pdf,2008
65,Junta de Andalucía,JA 03/2008,"Subvenciones concedidas por la Junta de Andalucía a empresas privadas y a familias e instituciones sin fines de lucro. Perceptores del segmento 0,1 a 0,3 M€","Nro. 234, 30/11/2010",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=164&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=164&type=resume,https://www.juntadeandalucia.es/boja/2010/234/d23.pdf,2008
69,Junta de Andalucía,JA 05/2008,Los ingresos tributarios de la Junta de Andalucía: especial referencia a los saldos pendientes de cobro,"Nro. 18, 28/01/2010",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=145&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=145&type=resume,http://www.juntadeandalucia.es/boja/2010/18/d29.pdf,2008
76,Junta de Andalucía,JA 08/2008,Fiscalización de los gastos electorales de las elecciones al Parlamento de Andalucía. 2008,"Nro. 218, 03/11/2008",Cerca de 1 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=134&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=134&type=resume,http://www.juntadeandalucia.es/boja/2008/218/d37.pdf,2008
61,Junta de Andalucía,JA 07/2008,Fiscalización de la Agencia Andaluza del Agua. Gestión de Infraestructuras Hidráulicas. 2005-2009,"Nro. 177, 08/09/2011",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=174&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=174&type=resume,http://www.juntadeandalucia.es/boja/2011/177/d9.pdf,2008
78,Junta de Andalucía,JA 05.1/2007,Seguimiento de las recomendaciones incluidas en el informe de fiscalización de las subvenciones a empresas privadas relativas al Programa 62.A Fomento de la Industria. 1995-1999,"Nro. 180, 10/09/2008",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=128&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=128&type=resume,http://www.juntadeandalucia.es/boja/2008/180/d9.pdf,2007
77,Junta de Andalucía,JA 05.2/2007,Seguimiento de las recomendaciones incluidas en el informe de fiscalización del Programa Operativo Doñana II Fase (MAC 94-99. FEDER),"Nro. 183, 15/09/2008",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=131&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=131&type=resume,http://www.juntadeandalucia.es/boja/2008/183/d15.pdf,2007
79,Junta de Andalucía,JA 01/2007,"Fiscalización de la Cuenta General, Contratación Administrativa y Fondos de Compensación Interterritorial. 2006","Nro. 171, 28/08/2008",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=124&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=124&type=resume,http://www.juntadeandalucia.es/boja/2008/171/index.html,2007
